customer_id,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,segment
1266,372,32,77040.06,4,4,3,11,Loyal
1267,435,20,68676.93,1,1,2,4,Hibernating
1268,435,25,71427.96,1,1,3,5,Hibernating
1269,467,31,71275.1,1,3,2,6,At Risk
1270,363,31,69568.16,5,3,2,10,Loyal
1271,384,33,83685.7,3,4,4,11,Loyal
1272,427,27,69372.92,1,2,2,5,Hibernating
1273,456,31,83540.37,1,3,4,8,At Risk
1274,363,34,87172.28,5,4,4,13,Champion
1275,410,34,76316.69,2,4,3,9,Loyal
1276,388,26,52266.73,3,2,1,6,At Risk
1277,416,18,50091.01,2,1,1,4,Hibernating
1278,448,35,95439.64,1,4,5,10,Loyal
1279,373,26,86983.32,4,2,4,10,Loyal
1280,372,41,96020.88,4,5,5,14,Champion
1281,360,21,55799.36,5,1,1,7,At Risk
1282,421,29,64444.64,1,2,2,5,Hibernating
1283,395,30,75783.35,2,3,3,8,At Risk
1284,411,25,44402.52,2,1,1,4,Hibernating
1285,450,17,42470.61,1,1,1,3,Hibernating
1286,374,43,100676.76,4,5,5,14,Champion
1287,377,35,103847.27,3,4,5,12,Loyal
1288,377,27,64497.39,3,2,2,7,At Risk
1289,387,34,97715.66,3,4,5,12,Loyal
1290,366,36,88307.27,4,5,4,13,Champion
1291,397,23,75694.04,2,1,3,6,At Risk
1292,396,31,93190.43,2,3,5,10,Loyal
1293,413,27,79343.66,2,2,3,7,At Risk
1294,372,24,66611.28,4,1,2,7,At Risk
1295,397,26,69148.05,2,2,2,6,At Risk
1296,366,33,82583.05,4,4,4,12,Loyal
1297,361,31,101767.39,5,3,5,13,Champion
1298,446,24,59073.34,1,1,1,3,Hibernating
1299,388,33,107961.45,3,4,5,12,Loyal
1300,421,22,71912.55,1,1,3,5,Hibernating
1301,362,26,79788.21,5,2,3,10,Loyal
1302,368,31,93928.78,4,3,5,12,Loyal
1303,373,28,74899.69,4,2,3,9,Loyal
1304,374,36,91767.43,4,5,4,13,Champion
1305,382,31,94388.06,3,3,5,11,Loyal
1306,364,28,91340.88,5,2,4,11,Loyal
1307,489,27,71025.74,1,2,2,5,Hibernating
1308,369,29,75888.82,4,2,3,9,Loyal
1309,369,37,114777.86,4,5,5,14,Champion
1310,372,32,73018.74,4,4,3,11,Loyal
1311,363,37,99198.42,5,5,5,15,Champion
1312,399,29,64043.75,2,2,2,6,At Risk
1313,359,34,76075.03,5,4,3,12,Loyal
1314,368,32,66850.23,4,4,2,10,Loyal
1315,368,26,69423.38,4,2,2,8,At Risk
1316,450,26,75055.51,1,2,3,6,At Risk
1317,492,22,61851.52,1,1,2,4,Hibernating
1318,381,37,93439.72,3,5,5,13,Champion
1319,369,31,85361.15,4,3,4,11,Loyal
1320,391,24,53043.31,2,1,1,4,Hibernating
1321,488,34,108105.15,1,4,5,10,Loyal
1322,361,38,119121.99,5,5,5,15,Champion
1323,366,36,75921.41,4,5,3,12,Loyal
1324,373,32,72696.46,4,4,3,11,Loyal
1325,462,22,51263.66,1,1,1,3,Hibernating
1326,371,25,59602.24,4,1,1,6,At Risk
1327,379,24,68344.93,3,1,2,6,At Risk
1328,382,38,94080.88,3,5,5,13,Champion
1329,364,27,77398.28,5,2,3,10,Loyal
1330,359,27,64127.81,5,2,2,9,Loyal
1331,410,29,75036.59,2,2,3,7,At Risk
1332,414,27,84488.99,2,2,4,8,At Risk
1333,362,38,123065.57,5,5,5,15,Champion
1334,375,25,63175.78,4,1,2,7,At Risk
1335,408,28,70192.22,2,2,2,6,At Risk
1336,367,29,71749.32,4,2,3,9,Loyal
1337,363,37,99289.62,5,5,5,15,Champion
1338,373,30,55060.29,4,3,1,8,At Risk
1339,385,28,67723.54,3,2,2,7,At Risk
1340,389,24,63153.09,3,1,2,6,At Risk
1341,450,33,81030.74,1,4,4,9,Loyal
1342,359,36,79544.74,5,5,3,13,Champion
1343,399,28,89179.77,2,2,4,8,At Risk
1344,427,30,69212.96,1,3,2,6,At Risk
1345,436,35,97212.93,1,4,5,10,Loyal
1346,370,35,93789.24,4,4,5,13,Champion
1347,425,29,75175.81,1,2,3,6,At Risk
1348,374,31,75710.96,4,3,3,10,Loyal
1349,388,30,79670.81,3,3,3,9,Loyal
1350,409,30,90670.96,2,3,4,9,Loyal
1351,386,33,86284.97,3,4,4,11,Loyal
1352,452,19,50487.89,1,1,1,3,Hibernating
1353,384,23,55965.66,3,1,1,5,Hibernating
1354,360,32,82197.66,5,4,4,13,Champion
1355,362,31,70667.76,5,3,2,10,Loyal
1356,504,32,91539.27,1,4,4,9,Loyal
1357,372,24,73294.03,4,1,3,8,At Risk
1358,403,37,85609.67,2,5,4,11,Loyal
1359,427,29,80109.03,1,2,3,6,At Risk
1360,444,24,72694.69,1,1,3,5,Hibernating
1361,378,23,42972.52,3,1,1,5,Hibernating
1362,385,33,76002.68,3,4,3,10,Loyal
1363,363,28,60472.47,5,2,1,8,At Risk
1364,437,32,95052.49,1,4,5,10,Loyal
1365,388,34,89361.69,3,4,4,11,Loyal
1366,435,23,69778.82,1,1,2,4,Hibernating
1367,374,35,88208.46,4,4,4,12,Loyal
1368,376,23,73793.46,3,1,3,7,At Risk
1369,361,27,74698.92,5,2,3,10,Loyal
1370,394,26,66942.4,2,2,2,6,At Risk
1371,360,35,86311.89,5,4,4,13,Champion
1372,426,25,75080.28,1,1,3,5,Hibernating
1373,359,25,59087.27,5,1,1,7,At Risk
1374,366,27,74384.11,4,2,3,9,Loyal
1375,393,24,78923.43,2,1,3,6,At Risk
1376,364,25,63417.67,5,1,2,8,At Risk
1377,402,29,71324.0,2,2,2,6,At Risk
1378,417,32,77928.98,1,4,3,8,At Risk
1379,375,22,63072.07,4,1,2,7,At Risk
1380,370,39,96553.69,4,5,5,14,Champion
1381,377,25,77662.74,3,1,3,7,At Risk
1382,390,30,63315.62,3,3,2,8,At Risk
1383,388,35,89453.68,3,4,4,11,Loyal
1384,391,30,92592.14,2,3,4,9,Loyal
1385,364,41,109473.54,5,5,5,15,Champion
1386,420,30,68281.33,1,3,2,6,At Risk
1387,372,33,83536.92,4,4,4,12,Loyal
1388,380,29,82460.55,3,2,4,9,Loyal
1389,359,31,83123.71,5,3,4,12,Loyal
1390,390,41,119406.48,3,5,5,13,Champion
1391,457,29,94450.78,1,2,5,8,At Risk
1392,371,33,82915.63,4,4,4,12,Loyal
1393,365,22,44937.02,5,1,1,7,At Risk
1394,401,31,79818.86,2,3,3,8,At Risk
1395,374,35,92209.78,4,4,4,12,Loyal
1396,406,36,88791.84,2,5,4,11,Loyal
1397,421,24,53970.44,1,1,1,3,Hibernating
1398,364,37,72515.42,5,5,3,13,Champion
1399,412,29,79807.2,2,2,3,7,At Risk
1400,380,25,82659.26,3,1,4,8,At Risk
1401,376,31,79550.95,3,3,3,9,Loyal
1402,386,27,60015.67,3,2,1,6,At Risk
1403,388,33,79786.86,3,4,3,10,Loyal
1404,405,19,45386.86,2,1,1,4,Hibernating
1405,421,29,90103.97,1,2,4,7,At Risk
1406,379,39,92463.16,3,5,4,12,Loyal
1407,383,36,113034.89,3,5,5,13,Champion
1408,398,27,88002.79,2,2,4,8,At Risk
1409,374,26,71227.48,4,2,2,8,At Risk
1410,364,26,66380.48,5,2,2,9,Loyal
1411,390,27,75096.0,3,2,3,8,At Risk
1412,461,25,100544.81,1,1,5,7,At Risk
1413,378,20,41967.81,3,1,1,5,Hibernating
1414,394,21,46088.98,2,1,1,4,Hibernating
1415,376,23,49920.58,3,1,1,5,Hibernating
1416,371,42,111608.85,4,5,5,14,Champion
1417,388,29,70661.5,3,2,2,7,At Risk
1418,368,35,90198.97,4,4,4,12,Loyal
1419,426,27,72467.92,1,2,3,6,At Risk
1420,370,35,77197.19,4,4,3,11,Loyal
1421,390,28,86474.68,3,2,4,9,Loyal
1422,376,32,87740.4,3,4,4,11,Loyal
1423,379,32,77448.67,3,4,3,10,Loyal
1424,379,36,108021.17,3,5,5,13,Champion
1425,447,31,92712.7,1,3,4,8,At Risk
1426,417,26,67415.77,1,2,2,5,Hibernating
1427,367,33,87923.18,4,4,4,12,Loyal
1428,399,24,59365.77,2,1,1,4,Hibernating
1429,403,39,95295.01,2,5,5,12,Loyal
1430,450,26,83918.98,1,2,4,7,At Risk
1431,391,35,92265.12,2,4,4,10,Loyal
1432,449,24,86034.57,1,1,4,6,At Risk
1433,417,30,62417.34,1,3,2,6,At Risk
1434,396,30,67541.16,2,3,2,7,At Risk
1435,361,29,82499.49,5,2,4,11,Loyal
1436,422,30,61173.03,1,3,1,5,Hibernating
1437,416,27,75843.36,2,2,3,7,At Risk
1438,374,35,102027.63,4,4,5,13,Champion
1439,378,18,60796.46,3,1,1,5,Hibernating
1440,457,31,72064.51,1,3,3,7,At Risk
1441,361,34,72385.34,5,4,3,12,Loyal
1442,376,31,67236.23,3,3,2,8,At Risk
1443,405,28,65426.18,2,2,2,6,At Risk
1444,394,37,113329.15,2,5,5,12,Loyal
1445,359,31,62320.33,5,3,2,10,Loyal
1446,391,35,89508.86,2,4,4,10,Loyal
1447,411,31,88156.63,2,3,4,9,Loyal
1448,366,27,69677.07,4,2,2,8,At Risk
1449,403,34,95966.43,2,4,5,11,Loyal
1450,362,24,66119.33,5,1,2,8,At Risk
1451,423,31,86551.31,1,3,4,8,At Risk
1452,380,32,94017.11,3,4,5,12,Loyal
1453,371,37,83904.21,4,5,4,13,Champion
1454,375,30,87270.34,4,3,4,11,Loyal
1455,367,39,89961.51,4,5,4,13,Champion
1456,399,36,105163.77,2,5,5,12,Loyal
1457,415,30,74038.94,2,3,3,8,At Risk
1458,414,27,79032.11,2,2,3,7,At Risk
1459,376,29,79708.3,3,2,3,8,At Risk
1460,367,36,89859.01,4,5,4,13,Champion
1461,379,24,66512.99,3,1,2,6,At Risk
1462,425,20,56596.29,1,1,1,3,Hibernating
1463,383,19,49302.79,3,1,1,5,Hibernating
1464,364,31,93311.15,5,3,5,13,Champion
1465,363,31,64119.99,5,3,2,10,Loyal
1466,361,31,82529.19,5,3,4,12,Loyal
1467,410,26,66822.41,2,2,2,6,At Risk
1468,379,26,58682.27,3,2,1,6,At Risk
1469,405,32,76990.83,2,4,3,9,Loyal
1470,360,39,123655.89,5,5,5,15,Champion
1471,415,28,48656.3,2,2,1,5,Hibernating
1472,507,28,66012.85,1,2,2,5,Hibernating
1473,457,32,92321.25,1,4,4,9,Loyal
1474,394,25,72312.91,2,1,3,6,At Risk
1475,394,22,54249.85,2,1,1,4,Hibernating
1476,439,37,75128.66,1,5,3,9,Loyal
1477,459,30,68764.26,1,3,2,6,At Risk
1478,490,35,96125.37,1,4,5,10,Loyal
1479,362,22,59385.72,5,1,1,7,At Risk
1480,360,42,104252.9,5,5,5,15,Champion
1481,379,32,74610.19,3,4,3,10,Loyal
1482,362,44,137949.93,5,5,5,15,Champion
1483,365,28,64423.37,5,2,2,9,Loyal
1484,424,25,69650.5,1,1,2,4,Hibernating
1485,416,25,61736.7,2,1,2,5,Hibernating
1486,370,37,110092.13,4,5,5,14,Champion
1487,404,39,108863.91,2,5,5,12,Loyal
1488,376,28,68612.35,3,2,2,7,At Risk
1489,382,27,80426.3,3,2,3,8,At Risk
1490,390,29,76440.22,3,2,3,8,At Risk
1491,361,20,52998.98,5,1,1,7,At Risk
1492,541,30,71371.73,1,3,3,7,At Risk
1493,369,29,94967.59,4,2,5,11,Loyal
1494,361,54,123334.99,5,5,5,15,Champion
1495,363,25,61698.17,5,1,2,8,At Risk
1496,406,20,59728.12,2,1,1,4,Hibernating
1497,366,27,65641.56,4,2,2,8,At Risk
1498,426,26,72595.2,1,2,3,6,At Risk
1499,384,26,58273.06,3,2,1,6,At Risk
1500,360,31,88774.91,5,3,4,12,Loyal
1501,367,29,79371.91,4,2,3,9,Loyal
1502,363,22,33862.8,5,1,1,7,At Risk
1503,370,34,90143.86,4,4,4,12,Loyal
1504,375,23,63395.61,4,1,2,7,At Risk
1505,375,29,87547.5,4,2,4,10,Loyal
1506,360,37,89369.57,5,5,4,14,Champion
1507,359,20,48576.05,5,1,1,7,At Risk
1508,388,32,83400.14,3,4,4,11,Loyal
1509,367,38,108422.87,4,5,5,14,Champion
1510,375,24,63569.46,4,1,2,7,At Risk
1511,375,35,63873.42,4,4,2,10,Loyal
1512,410,37,59776.98,2,5,1,8,At Risk
1513,379,34,100131.35,3,4,5,12,Loyal
1514,461,28,80451.52,1,2,3,6,At Risk
1515,362,36,110703.18,5,5,5,15,Champion
1516,368,39,87827.77,4,5,4,13,Champion
1517,371,24,58093.82,4,1,1,6,At Risk
1518,454,24,62903.49,1,1,2,4,Hibernating
1519,372,33,87558.11,4,4,4,12,Loyal
1520,380,37,95497.83,3,5,5,13,Champion
1521,373,30,72329.27,4,3,3,10,Loyal
1522,381,30,86288.62,3,3,4,10,Loyal
1523,373,38,114805.49,4,5,5,14,Champion
1524,404,38,88858.28,2,5,4,11,Loyal
1525,399,33,75724.53,2,4,3,9,Loyal
1526,440,37,128900.06,1,5,5,11,Loyal
1527,369,40,89295.73,4,5,4,13,Champion
1528,362,28,74166.86,5,2,3,10,Loyal
1529,415,35,72100.73,2,4,3,9,Loyal
1530,385,31,79303.67,3,3,3,9,Loyal
1531,386,22,62202.29,3,1,2,6,At Risk
1532,397,33,82153.27,2,4,4,10,Loyal
1533,361,29,71104.86,5,2,2,9,Loyal
1534,367,32,86146.7,4,4,4,12,Loyal
1535,398,35,126653.39,2,4,5,11,Loyal
1536,382,41,99990.9,3,5,5,13,Champion
1537,388,29,62356.82,3,2,2,7,At Risk
1538,481,20,46663.56,1,1,1,3,Hibernating
1539,425,27,71496.51,1,2,3,6,At Risk
1540,498,33,84313.12,1,4,4,9,Loyal
1541,442,43,114609.57,1,5,5,11,Loyal
1542,430,37,105221.59,1,5,5,11,Loyal
1543,461,36,111167.53,1,5,5,11,Loyal
1544,457,36,103963.93,1,5,5,11,Loyal
1545,386,26,40607.64,3,2,1,6,At Risk
1546,360,33,73715.8,5,4,3,12,Loyal
1547,375,26,75298.86,4,2,3,9,Loyal
1548,364,21,68387.83,5,1,2,8,At Risk
1549,365,30,90553.55,5,3,4,12,Loyal
1550,400,29,81539.96,2,2,4,8,At Risk
1551,367,31,81020.82,4,3,4,11,Loyal
1552,362,22,54131.76,5,1,1,7,At Risk
1553,398,36,75261.3,2,5,3,10,Loyal
1554,393,24,59627.41,2,1,1,4,Hibernating
1555,421,29,55247.38,1,2,1,4,Hibernating
1556,406,34,83112.22,2,4,4,10,Loyal
1557,363,29,98960.16,5,2,5,12,Loyal
1558,432,31,83090.94,1,3,4,8,At Risk
1559,393,27,67557.81,2,2,2,6,At Risk
1560,366,32,83018.73,4,4,4,12,Loyal
1561,434,20,48992.83,1,1,1,3,Hibernating
1562,368,29,65753.51,4,2,2,8,At Risk
1563,359,32,96257.67,5,4,5,14,Champion
1564,381,31,70370.66,3,3,2,8,At Risk
1565,376,27,68242.86,3,2,2,7,At Risk
1566,386,26,52563.19,3,2,1,6,At Risk
1567,390,36,98510.88,3,5,5,13,Champion
1568,378,31,94707.02,3,3,5,11,Loyal
1569,387,33,86995.0,3,4,4,11,Loyal
1570,403,30,85590.26,2,3,4,9,Loyal
1571,496,26,55151.59,1,2,1,4,Hibernating
1572,403,24,40838.19,2,1,1,4,Hibernating
1573,384,26,76251.49,3,2,3,8,At Risk
1574,365,31,78242.78,5,3,3,11,Loyal
1575,360,30,63855.89,5,3,2,10,Loyal
1576,375,28,69736.2,4,2,2,8,At Risk
1577,577,26,60884.49,1,2,1,4,Hibernating
1578,381,19,40426.13,3,1,1,5,Hibernating
1579,381,31,72968.64,3,3,3,9,Loyal
1580,413,25,59436.27,2,1,1,4,Hibernating
1581,422,31,78953.15,1,3,3,7,At Risk
1582,373,21,57418.77,4,1,1,6,At Risk
1583,374,38,104180.27,4,5,5,14,Champion
1584,370,32,82519.55,4,4,4,12,Loyal
1585,409,31,91718.58,2,3,4,9,Loyal
1586,382,31,86830.01,3,3,4,10,Loyal
1587,393,28,60211.95,2,2,1,5,Hibernating
1588,436,24,64184.28,1,1,2,4,Hibernating
1589,384,36,91119.16,3,5,4,12,Loyal
1590,400,25,53136.25,2,1,1,4,Hibernating
1591,382,27,63132.11,3,2,2,7,At Risk
1592,398,30,66361.93,2,3,2,7,At Risk
1593,393,32,76025.44,2,4,3,9,Loyal
1594,390,30,75706.17,3,3,3,9,Loyal
1595,364,29,67187.06,5,2,2,9,Loyal
1596,377,24,64219.84,3,1,2,6,At Risk
1597,394,27,69370.75,2,2,2,6,At Risk
1598,367,33,69195.59,4,4,2,10,Loyal
1599,368,33,80454.39,4,4,3,11,Loyal
1600,381,34,81345.62,3,4,4,11,Loyal
1601,480,23,68637.51,1,1,2,4,Hibernating
1602,359,32,81286.79,5,4,4,13,Champion
1603,388,33,90597.57,3,4,4,11,Loyal
1604,436,38,100225.55,1,5,5,11,Loyal
1605,394,38,96134.71,2,5,5,12,Loyal
1606,432,24,72489.28,1,1,3,5,Hibernating
1607,370,25,71055.69,4,1,2,7,At Risk
1608,365,25,59609.14,5,1,1,7,At Risk
1609,390,27,61065.0,3,2,1,6,At Risk
1610,395,32,72149.24,2,4,3,9,Loyal
1611,369,28,46143.38,4,2,1,7,At Risk
1612,418,31,78170.55,1,3,3,7,At Risk
1613,380,27,73420.27,3,2,3,8,At Risk
1614,385,36,91601.18,3,5,4,12,Loyal
1615,480,26,69258.7,1,2,2,5,Hibernating
1616,368,35,90415.07,4,4,4,12,Loyal
1617,371,33,84091.38,4,4,4,12,Loyal
1618,379,35,91602.35,3,4,4,11,Loyal
1619,361,25,72999.61,5,1,3,9,Loyal
1620,383,32,86279.86,3,4,4,11,Loyal
1621,369,39,97886.77,4,5,5,14,Champion
1622,363,18,39659.85,5,1,1,7,At Risk
1623,371,36,86628.58,4,5,4,13,Champion
1624,405,35,82637.33,2,4,4,10,Loyal
1625,397,27,60716.32,2,2,1,5,Hibernating
1626,374,36,90843.33,4,5,4,13,Champion
1627,415,23,68511.73,2,1,2,5,Hibernating
1628,403,31,87378.13,2,3,4,9,Loyal
1629,430,35,93668.8,1,4,5,10,Loyal
1630,452,22,70146.26,1,1,2,4,Hibernating
1631,365,34,82582.7,5,4,4,13,Champion
1632,375,28,83566.07,4,2,4,10,Loyal
1633,405,30,76644.44,2,3,3,8,At Risk
1634,387,25,61620.87,3,1,2,6,At Risk
1635,387,29,76522.88,3,2,3,8,At Risk
1636,478,32,80668.13,1,4,3,8,At Risk
1637,386,28,51976.1,3,2,1,6,At Risk
1638,365,29,79973.23,5,2,3,10,Loyal
1639,401,30,59795.19,2,3,1,6,At Risk
1640,389,17,39878.39,3,1,1,5,Hibernating
1641,376,25,42429.66,3,1,1,5,Hibernating
1642,375,30,64215.35,4,3,2,9,Loyal
1643,368,31,92580.33,4,3,4,11,Loyal
1644,412,26,56363.64,2,2,1,5,Hibernating
1645,394,34,72021.04,2,4,3,9,Loyal
1646,437,31,95541.47,1,3,5,9,Loyal
1647,375,23,67124.15,4,1,2,7,At Risk
1648,419,20,67785.64,1,1,2,4,Hibernating
1649,373,27,57043.12,4,2,1,7,At Risk
1650,415,41,108469.48,2,5,5,12,Loyal
1651,360,28,68844.07,5,2,2,9,Loyal
1652,535,26,65684.81,1,2,2,5,Hibernating
1653,400,29,53392.66,2,2,1,5,Hibernating
1654,360,36,96730.05,5,5,5,15,Champion
1655,383,28,56178.65,3,2,1,6,At Risk
1656,533,32,78239.52,1,4,3,8,At Risk
1657,511,33,86243.06,1,4,4,9,Loyal
1658,387,36,102236.03,3,5,5,13,Champion
1659,365,39,113422.27,5,5,5,15,Champion
1660,466,26,62438.72,1,2,2,5,Hibernating
1661,360,38,112526.75,5,5,5,15,Champion
1662,398,31,98864.01,2,3,5,10,Loyal
1663,391,37,121060.95,2,5,5,12,Loyal
1664,359,31,77293.62,5,3,3,11,Loyal
1665,428,21,51727.18,1,1,1,3,Hibernating
1666,363,28,61346.94,5,2,2,9,Loyal
1667,386,24,42925.66,3,1,1,5,Hibernating
1668,365,28,89271.01,5,2,4,11,Loyal
1669,384,39,119053.89,3,5,5,13,Champion
1670,379,37,88649.99,3,5,4,12,Loyal
1671,372,39,108774.07,4,5,5,14,Champion
1672,359,43,102946.65,5,5,5,15,Champion
1673,397,31,78700.36,2,3,3,8,At Risk
1674,387,35,99545.86,3,4,5,12,Loyal
1675,368,22,50965.69,4,1,1,6,At Risk
1676,388,31,84527.28,3,3,4,10,Loyal
1677,370,33,75826.68,4,4,3,11,Loyal
1678,448,35,91449.91,1,4,4,9,Loyal
1679,361,36,83258.05,5,5,4,14,Champion
1680,459,34,101717.34,1,4,5,10,Loyal
1681,415,24,52406.72,2,1,1,4,Hibernating
1682,402,29,75000.66,2,2,3,7,At Risk
1683,389,28,84363.09,3,2,4,9,Loyal
1684,378,28,60647.48,3,2,1,6,At Risk
1685,370,34,82551.27,4,4,4,12,Loyal
1686,391,27,52567.16,2,2,1,5,Hibernating
1687,370,19,40487.67,4,1,1,6,At Risk
1688,361,29,82114.5,5,2,4,11,Loyal
1689,359,26,84620.96,5,2,4,11,Loyal
1690,408,30,74276.12,2,3,3,8,At Risk
1691,393,34,107704.56,2,4,5,11,Loyal
1692,367,31,78534.67,4,3,3,10,Loyal
1693,438,22,65365.54,1,1,2,4,Hibernating
1694,360,31,66846.2,5,3,2,10,Loyal
1695,496,26,72992.95,1,2,3,6,At Risk
1696,400,23,63781.2,2,1,2,5,Hibernating
1697,440,28,77656.35,1,2,3,6,At Risk
1698,416,26,60432.17,2,2,1,5,Hibernating
1699,447,26,51694.32,1,2,1,4,Hibernating
1700,360,29,77979.99,5,2,3,10,Loyal
1701,359,30,61139.92,5,3,1,9,Loyal
1702,455,25,55674.54,1,1,1,3,Hibernating
1703,413,27,63918.17,2,2,2,6,At Risk
1704,360,33,76649.99,5,4,3,12,Loyal
1705,437,27,70426.43,1,2,2,5,Hibernating
1706,363,34,97684.08,5,4,5,14,Champion
1707,385,33,90580.7,3,4,4,11,Loyal
1708,485,33,93029.24,1,4,5,10,Loyal
1709,407,26,56800.02,2,2,1,5,Hibernating
1710,366,29,72863.27,4,2,3,9,Loyal
1711,361,37,80441.99,5,5,3,13,Champion
1712,365,36,93604.55,5,5,5,15,Champion
1713,414,26,60383.32,2,2,1,5,Hibernating
1714,379,30,84821.27,3,3,4,10,Loyal
1715,380,24,67504.66,3,1,2,6,At Risk
1716,362,36,85499.86,5,5,4,14,Champion
1717,449,21,42151.52,1,1,1,3,Hibernating
1718,402,30,77796.33,2,3,3,8,At Risk
1719,391,31,82701.37,2,3,4,9,Loyal
1720,410,29,106426.06,2,2,5,9,Loyal
1721,435,35,84929.66,1,4,4,9,Loyal
1722,389,33,89368.33,3,4,4,11,Loyal
1723,420,32,73197.12,1,4,3,8,At Risk
1724,388,25,60621.61,3,1,1,5,Hibernating
1725,361,36,117325.19,5,5,5,15,Champion
1726,388,29,55482.82,3,2,1,6,At Risk
1727,392,36,99184.47,2,5,5,12,Loyal
1728,467,18,37117.13,1,1,1,3,Hibernating
1729,378,39,100096.7,3,5,5,13,Champion
1730,366,41,130437.0,4,5,5,14,Champion
1731,374,37,95131.78,4,5,5,14,Champion
1732,394,26,75362.64,2,2,3,7,At Risk
1733,365,40,97573.32,5,5,5,15,Champion
1734,369,34,77768.97,4,4,3,11,Loyal
1735,482,21,51036.63,1,1,1,3,Hibernating
1736,384,39,107599.17,3,5,5,13,Champion
1737,359,25,57589.5,5,1,1,7,At Risk
1738,439,40,97487.15,1,5,5,11,Loyal
1739,382,28,60869.89,3,2,1,6,At Risk
1740,425,35,77224.3,1,4,3,8,At Risk
1741,371,34,86104.86,4,4,4,12,Loyal
1742,406,32,72991.45,2,4,3,9,Loyal
1743,418,26,70143.64,1,2,2,5,Hibernating
1744,361,33,85441.38,5,4,4,13,Champion
1745,377,28,74403.36,3,2,3,8,At Risk
1746,386,32,86262.15,3,4,4,11,Loyal
1747,367,29,66776.28,4,2,2,8,At Risk
1748,410,29,66224.37,2,2,2,6,At Risk
1749,441,18,68316.31,1,1,2,4,Hibernating
1750,371,35,95731.99,4,4,5,13,Champion
1751,407,30,78817.08,2,3,3,8,At Risk
1752,378,45,94147.34,3,5,5,13,Champion
1753,366,31,77296.16,4,3,3,10,Loyal
1754,466,26,51744.09,1,2,1,4,Hibernating
1755,388,20,46894.84,3,1,1,5,Hibernating
1756,383,30,85619.54,3,3,4,10,Loyal
1757,375,36,77287.42,4,5,3,12,Loyal
1758,370,27,64167.06,4,2,2,8,At Risk
1759,408,27,67796.29,2,2,2,6,At Risk
1760,386,31,85339.36,3,3,4,10,Loyal
1761,372,34,90304.02,4,4,4,12,Loyal
1762,396,27,52191.9,2,2,1,5,Hibernating
1763,369,31,67555.8,4,3,2,9,Loyal
1764,364,28,74240.33,5,2,3,10,Loyal
1765,431,24,58183.33,1,1,1,3,Hibernating
1766,398,38,96447.58,2,5,5,12,Loyal
1767,425,20,49510.51,1,1,1,3,Hibernating
1768,384,30,73907.06,3,3,3,9,Loyal
1769,365,32,95155.21,5,4,5,14,Champion
1770,378,30,78969.52,3,3,3,9,Loyal
1771,440,31,79786.28,1,3,3,7,At Risk
1772,379,20,48491.43,3,1,1,5,Hibernating
1773,391,24,68168.12,2,1,2,5,Hibernating
1774,367,28,68735.85,4,2,2,8,At Risk
1775,382,24,54763.24,3,1,1,5,Hibernating
1776,377,32,91132.68,3,4,4,11,Loyal
1777,364,22,49897.08,5,1,1,7,At Risk
1778,489,23,50506.14,1,1,1,3,Hibernating
1779,385,29,58881.5,3,2,1,6,At Risk
1780,476,29,75304.33,1,2,3,6,At Risk
1781,375,40,101982.5,4,5,5,14,Champion
1782,397,32,73536.82,2,4,3,9,Loyal
1783,465,17,41016.07,1,1,1,3,Hibernating
1784,372,28,83782.11,4,2,4,10,Loyal
1785,360,32,118860.71,5,4,5,14,Champion
1786,440,34,100156.08,1,4,5,10,Loyal
1787,387,32,74434.05,3,4,3,10,Loyal
1788,370,36,101808.15,4,5,5,14,Champion
1789,412,43,98060.6,2,5,5,12,Loyal
1790,378,28,75911.57,3,2,3,8,At Risk
1791,360,28,98203.89,5,2,5,12,Loyal
1792,399,33,90703.3,2,4,4,10,Loyal
1793,382,28,59650.33,3,2,1,6,At Risk
1794,399,34,81615.64,2,4,4,10,Loyal
1795,408,39,84702.13,2,5,4,11,Loyal
1796,374,41,88443.21,4,5,4,13,Champion
1797,404,39,93983.45,2,5,5,12,Loyal
1798,363,26,60876.62,5,2,1,8,At Risk
1799,368,30,71215.06,4,3,2,9,Loyal
1800,386,28,73447.82,3,2,3,8,At Risk
1801,371,21,40173.21,4,1,1,6,At Risk
1802,466,26,73457.46,1,2,3,6,At Risk
1803,383,35,75946.67,3,4,3,10,Loyal
1804,395,30,87624.35,2,3,4,9,Loyal
1805,387,29,84111.04,3,2,4,9,Loyal
1806,372,28,83555.04,4,2,4,10,Loyal
1807,391,24,79712.37,2,1,3,6,At Risk
1808,382,32,85158.05,3,4,4,11,Loyal
1809,430,27,71898.4,1,2,3,6,At Risk
1810,384,36,97440.14,3,5,5,13,Champion
1811,362,31,69659.49,5,3,2,10,Loyal
1812,359,36,87772.33,5,5,4,14,Champion
1813,369,28,74071.67,4,2,3,9,Loyal
1814,367,40,89148.83,4,5,4,13,Champion
1815,465,34,69942.89,1,4,2,7,At Risk
1816,364,28,75036.77,5,2,3,10,Loyal
1817,384,33,69334.05,3,4,2,9,Loyal
1818,388,35,76351.24,3,4,3,10,Loyal
1819,366,32,80866.17,4,4,3,11,Loyal
1820,362,33,70332.21,5,4,2,11,Loyal
1821,404,30,84422.63,2,3,4,9,Loyal
1822,367,40,99846.69,4,5,5,14,Champion
